sut,workload,table_size,threads,rep,tps,qps,p95_ms,cpu_sec,mem_peak_mb,datadir_bytes
mysql,oltp_point_select,1000000,1,2,12823.98,12823.98,0.23,10.666,4096.1,1875328571
mysql,oltp_point_select,1000000,1,3,11331.24,11331.24,0.24,10.156,4096.1,1875404831
mysql,oltp_point_select,1000000,1,4,12511.42,12511.42,0.23,10.925,4096.1,1875481583
mysql,oltp_point_select,1000000,1,5,13042.26,13042.26,0.23,11.084,4096.1,1875558335
mysql,oltp_point_select,1000000,8,1,28057.24,28057.24,0.44,60.233,4096.1,1875680843
mysql,oltp_point_select,1000000,8,2,27996.17,27996.17,0.44,60.271,4096.1,1875760055
mysql,oltp_point_select,1000000,8,3,28277.49,28277.49,0.44,60.138,4096.1,1875839759
mysql,oltp_point_select,1000000,8,4,28584.76,28584.76,0.44,60.301,4096.1,1875918479
mysql,oltp_point_select,1000000,8,5,27968.85,27968.85,0.45,60.169,4096.1,1875998183
mysql,oltp_point_select,1000000,32,1,21599.60,21599.60,1.30,60.709,4096.1,1876141355
mysql,oltp_point_select,1000000,32,2,22213.13,22213.13,1.25,60.471,4096.1,1876231391
mysql,oltp_point_select,1000000,32,3,21157.55,21157.55,1.27,60.776,4096.1,1876321427
mysql,oltp_point_select,1000000,32,4,21913.74,21913.74,1.27,60.769,4096.1,1876410479
mysql,oltp_point_select,1000000,32,5,21182.12,21182.12,1.32,60.392,4096.1,1876500023
mysql,oltp_read_write,1000,1,1,79.06,1581.26,16.41,5.415,4096.1,1202619595
mysql,oltp_read_write,1000,1,2,82.69,1653.72,16.12,5.346,4096.1,1204863133
mysql,oltp_read_write,1000,1,3,132.20,2644.08,14.21,6.441,4096.1,1275512813
mysql,oltp_read_write,1000,1,4,158.67,3173.35,10.27,6.812,4096.1,1279748537
mysql,oltp_read_write,1000,1,5,160.83,3216.65,10.09,6.841,4096.1,1284040625
mysql,oltp_read_write,1000,8,1,622.93,18230.45,35.59,60.275,4096.1,1309196789
mysql,oltp_read_write,1000,8,2,618.50,18263.56,36.24,60.265,4096.1,1325503817
mysql,oltp_read_write,1000,8,3,608.46,17930.51,36.24,60.257,4096.1,1341558929
mysql,oltp_read_write,1000,8,4,626.08,18404.78,34.95,60.231,4096.1,1358061017
mysql,oltp_read_write,1000,8,5,615.32,18095.09,36.24,60.281,4096.1,1374277253
mysql,oltp_read_write,1000,32,1,278.93,13613.51,287.38,60.902,4096.1,1385973437
mysql,oltp_read_write,1000,32,2,264.65,13161.82,292.60,61.131,4096.1,1393054949
mysql,oltp_read_write,1000,32,3,276.79,13631.67,287.38,60.878,4096.1,1400423075
mysql,oltp_read_write,1000,32,4,268.74,13348.58,292.60,61.269,4096.1,1407625331
mysql,oltp_read_write,1000,32,5,278.76,13759.36,287.38,61.100,4096.1,1415076281
mysql,oltp_read_write,100000,1,1,140.97,2819.34,11.04,7.111,4096.1,1447163424
mysql,oltp_read_write,100000,1,2,139.09,2781.73,11.24,7.052,4096.1,1450886574
mysql,oltp_read_write,100000,1,3,138.18,2763.61,11.24,7.075,4096.1,1454584530
mysql,oltp_read_write,100000,1,4,139.85,2796.96,11.04,7.087,4096.1,1458326136
mysql,oltp_read_write,100000,1,5,141.01,2820.29,11.24,7.221,4096.1,1462099662
mysql,oltp_read_write,100000,8,1,764.61,15420.03,27.17,60.257,4096.1,1493145084
mysql,oltp_read_write,100000,8,2,756.55,15236.10,27.17,60.108,4096.1,1513062840
mysql,oltp_read_write,100000,8,3,755.33,15196.41,27.17,60.124,4096.1,1532950914
mysql,oltp_read_write,100000,8,4,743.51,14973.97,27.17,58.433,4096.1,1552529162
mysql,oltp_read_write,100000,8,5,459.30,9207.59,24.38,34.297,4096.1,1564650536
mysql,oltp_read_write,100000,32,1,562.36,11389.55,102.97,60.873,4096.1,1654467876
mysql,oltp_read_write,100000,32,2,508.87,10405.08,95.81,60.926,4096.1,1667981160
mysql,oltp_read_write,100000,32,3,542.70,11062.94,94.10,60.994,4096.1,1682379396
mysql,oltp_read_write,100000,32,4,508.44,10407.45,95.81,60.797,4096.1,1695830586
mysql,oltp_read_write,100000,32,5,530.35,10834.40,95.81,60.760,4096.1,1709843718
mysql,oltp_read_write,1000000,1,1,23.90,478.08,161.51,10.002,4096.2,3083653129
mysql,oltp_read_write,1000000,1,2,15.98,319.66,211.60,9.704,4096.2,3084150667
mysql,oltp_read_write,1000000,1,3,11.77,235.44,297.92,10.202,4096.2,3084539191
mysql,oltp_read_write,1000000,1,4,NA,NA,NA,-3776.942,0.0,NA
mariadb,oltp_point_select,1000,1,1,16680.15,16680.15,0.12,12.416,338.7,111650536
mariadb,oltp_point_select,1000,1,2,16180.43,16180.43,0.13,12.330,338.9,111650536
mariadb,oltp_point_select,1000,1,3,17372.88,17372.88,0.12,12.443,338.9,111650536
mariadb,oltp_point_select,1000,1,4,16669.00,16669.00,0.12,12.396,339.0,111650536
mariadb,oltp_point_select,1000,1,5,17096.20,17096.20,0.12,12.411,339.0,111650536
mariadb,oltp_point_select,1000,8,1,27517.73,27517.73,0.39,60.384,341.8,111650536
mariadb,oltp_point_select,1000,8,2,27347.17,27347.17,0.39,60.322,341.9,111650536
mariadb,oltp_point_select,1000,8,3,26780.48,26780.48,0.40,60.271,342.2,111650536
mariadb,oltp_point_select,1000,8,4,27308.96,27308.96,0.39,60.441,342.2,111650536
mariadb,oltp_point_select,1000,8,5,27077.11,27077.11,0.39,60.248,342.7,111650536
mariadb,oltp_point_select,1000,32,1,21055.31,21055.31,1.16,61.233,352.4,111650536
mariadb,oltp_point_select,1000,32,2,22049.71,22049.71,1.12,61.021,353.2,111650536
mariadb,oltp_point_select,1000,32,3,21218.19,21218.19,1.14,60.973,353.2,111650536
mariadb,oltp_point_select,1000,32,4,21903.26,21903.26,1.12,60.970,354.3,111650536
mariadb,oltp_point_select,1000,32,5,22148.24,22148.24,1.12,61.182,354.4,111650536
mariadb,oltp_point_select,100000,1,1,15975.72,15975.72,0.13,12.383,793.9,111650536
mariadb,oltp_point_select,100000,1,2,17091.95,17091.95,0.12,12.502,794.2,111650536
mariadb,oltp_point_select,100000,1,3,15920.93,15920.93,0.12,12.402,794.2,111650536
mariadb,oltp_point_select,100000,1,4,16804.92,16804.92,0.12,12.479,794.2,111650536
mariadb,oltp_point_select,100000,1,5,16319.90,16319.90,0.12,12.446,794.2,111650536
mariadb,oltp_point_select,100000,8,1,26474.11,26474.11,0.39,60.245,794.5,111650536
mariadb,oltp_point_select,100000,8,2,26604.40,26604.40,0.40,60.417,794.5,111650536
mariadb,oltp_point_select,100000,8,3,26584.53,26584.53,0.39,60.344,794.5,111650536
mariadb,oltp_point_select,100000,8,4,26544.58,26544.58,0.40,60.438,794.9,111650536
mariadb,oltp_point_select,100000,8,5,26453.16,26453.16,0.39,60.241,794.9,111650536
mariadb,oltp_point_select,100000,32,1,21472.49,21472.49,1.16,61.024,795.7,111650536
mariadb,oltp_point_select,100000,32,2,20660.44,20660.44,1.18,61.085,796.1,111650536
mariadb,oltp_point_select,100000,32,3,21354.09,21354.09,1.14,60.943,796.1,111650536
mariadb,oltp_point_select,100000,32,4,20727.13,20727.13,1.16,61.155,796.1,111650536
mariadb,oltp_point_select,100000,32,5,21351.48,21351.48,1.16,60.876,796.1,111650536
mariadb,oltp_point_select,1000000,1,1,13964.46,13964.46,0.14,11.950,4096.0,111650536
mariadb,oltp_point_select,1000000,1,2,14196.37,14196.37,0.13,11.765,4096.0,111650536
mariadb,oltp_point_select,1000000,1,3,14768.27,14768.27,0.13,12.008,4096.0,111650536
mariadb,oltp_point_select,1000000,1,4,15111.59,15111.59,0.12,12.036,4096.0,111650536
mariadb,oltp_point_select,1000000,1,5,14992.02,14992.02,0.13,12.192,4096.0,111650536
mariadb,oltp_point_select,1000000,8,1,25219.04,25219.04,0.42,60.406,4096.0,111650536
mariadb,oltp_point_select,1000000,8,2,25025.56,25025.56,0.42,60.222,4096.0,111650536
mariadb,oltp_point_select,1000000,8,3,25355.85,25355.85,0.42,60.345,4096.0,111650536
mariadb,oltp_point_select,1000000,8,4,24967.79,24967.79,0.43,60.281,4096.0,111650536
mariadb,oltp_point_select,1000000,8,5,25211.25,25211.25,0.42,60.410,4096.0,111650536
mariadb,oltp_point_select,1000000,32,1,19428.92,19428.92,1.23,60.859,4096.0,111650536
mariadb,oltp_point_select,1000000,32,2,19404.42,19404.42,1.25,61.214,4096.0,111650536
mariadb,oltp_point_select,1000000,32,3,20376.96,20376.96,1.21,61.115,4096.0,111650536
mariadb,oltp_point_select,1000000,32,4,19553.32,19553.32,1.21,61.101,4096.0,111650536
mariadb,oltp_point_select,1000000,32,5,20158.23,20158.23,1.21,60.911,4096.0,111650536
mariadb,oltp_read_write,1000,1,1,67.64,1352.76,18.61,5.962,4096.0,111650536
mariadb,oltp_read_write,1000,1,2,67.86,1357.13,18.28,6.150,4096.0,111650536
mariadb,oltp_read_write,1000,1,3,70.30,1405.98,18.28,6.222,4096.0,111650536
mariadb,oltp_read_write,1000,1,4,75.48,1509.58,17.01,6.461,4096.0,111650536
mariadb,oltp_read_write,1000,1,5,81.18,1623.66,16.41,6.843,4096.0,111650536
mariadb,oltp_read_write,1000,8,1,0.04,25.24,100000.00,3.597,4096.0,111650536
mariadb,oltp_read_write,1000,8,2,0.03,43.20,100000.00,7.615,4096.0,111650536
mariadb,oltp_read_write,1000,8,3,0.04,59.02,100000.00,7.946,4096.0,111650536
mariadb,oltp_read_write,1000,8,4,0.03,32.15,100000.00,5.904,4096.0,111650536
mariadb,oltp_read_write,1000,8,5,0.03,33.08,100000.00,5.070,4096.0,111650536
mariadb,oltp_read_write,1000,32,1,0.00,15.78,100000.00,175.389,4096.0,111650536
